"student_id","student_first_name","student_middle_name","student_last_name","student_mother_name","student_class","student_section","student_mob_no","student_email_id","student_aadhar_card_no","student_college_name","student_department_name","student_status","student_grade","student_address","student_address_postal_code","student_city_name","student_state_name","student_country_name","student_date_of_birth"
110,"Sandra","Jeffrey","Carpenter","Carmen","12","D","8616132890","sandra.carpenter110@example.com","627606224324","Williams Ltd College","Civil","Inactive","B","693 Bailey Fords Suite 065, Port Tracyville, MT 38219","39902","Port Michaelside","Delaware","Jersey","2004-09-19"
111,"Samantha","Tasha","Johnson","Alexandria","10","A","9645604063","samantha.johnson111@example.com","652880613635","Alexander-Jennings College","Mechanical","Active","C","88511 Joel Forge, Acostaborough, WI 33724","07462","South Adrianburgh","Pennsylvania","Uzbekistan","2004-08-22"
112,"Timothy","Teresa","Reynolds","Jennifer","8","B","0843716160","timothy.reynolds112@example.com","369340507878","Delacruz-Christensen College","Computer Science","Active","D","802 Samantha Forge, North Paul, NY 48190","28646","Antoniobury","Tennessee","Niue","2001-02-13"
113,"James","Justin","Mora","Amanda","5","D","4974080122","james.mora113@example.com","934143924265","King, Martin and Nichols College","MBA","Inactive","B","Unit 1182 Box 7843, DPO AA 44776","54398","Douglastown","Tennessee","Gambia","2005-05-18"
114,"Michael","John","Wright","Toni","10","C","1305631060","michael.wright114@example.com","469832962921","David, Smith and Kline College","MBA","Inactive","D","952 Lee Flat Apt. 160, New Hannah, MI 99206","04849","Lake Brenda","West Virginia","Congo","2006-06-22"
115,"Manuel","Antonio","French","Diane","7","C","3917182543","manuel.french115@example.com","760536525831","Morales, Nguyen and Scott College","IT","Active","D","4137 Angela Wells, Thomasborough, HI 33289","33438","Gregorymouth","North Dakota","India","2005-07-27"
116,"Bradley","Elaine","Anderson","Jamie","1","C","3433137858","bradley.anderson116@example.com","308610660578","Brown, Bailey and Jones College","Electrical","Inactive","D","87367 Guerrero Parkway Suite 863, North Stacy, WV 02588","20976","South Rachaelland","Oklahoma","Monaco","2006-05-08"
117,"Kelly","Michael","Landry","Jacqueline","1","A","6335656915","kelly.landry117@example.com","670244856386","Knight-Camacho College","Electrical","Active","A","2478 Regina Squares, South Christopher, CT 58412","41100","Jessicamouth","Kentucky","New Caledonia","2000-09-18"
118,"Elizabeth","Kevin","Marshall","Kayla","5","D","2999052007","elizabeth.marshall118@example.com","383974048555","Rosario-Parker College","Civil","Inactive","A","656 William Walk, South Josephport, KS 63904","36645","West Helenton","Wisconsin","Romania","2002-11-27"
119,"Rachel","Jessica","Cooper","Susan","7","D","0244947220","rachel.cooper119@example.com","109178092111","Vazquez Group College","Electronics","Inactive","B","70112 Samantha Place Suite 527, West Rebecca, NE 70773","90453","Catherineport","Ohio","Barbados","2008-04-24"
120,"Christopher","Thomas","Johnson","Cindy","5","C","3041193500","christopher.johnson120@example.com","301814840245","Powell-Hale College","Electrical","Inactive","D","47990 Kristin Branch Apt. 844, Williamchester, DC 13742","14141","Riverachester","Rhode Island","Western Sahara","2003-01-12"
121,"Jonathan","Andres","Jones","Mary","8","B","8191795510","jonathan.jones121@example.com","254445757891","Smith and Sons College","MBA","Inactive","B","960 Mcpherson Expressway, East Michaelmouth, MT 10778","69108","Lesliehaven","Tennessee","Mauritius","2004-12-10"
122,"Mary","Kayla","Stark","Julie","9","B","2988723578","mary.stark122@example.com","648346310693","Daniel-Peterson College","IT","Inactive","C","7124 Welch Place, North Wayne, NE 85226","11474","New Codymouth","Kentucky","Azerbaijan","2008-05-30"
123,"John","Samantha","Rodriguez","Kristin","6","A","1081171036","john.rodriguez123@example.com","151770849231","Green, Moore and Valencia College","IT","Inactive","C","4765 Young Circles Apt. 813, East Lisa, NY 99544","90203","Lesliehaven","Georgia","Lebanon","2001-01-18"
2425,"Cody","Ryan","Campbell","Whitney","7","D","2468600161","cody.campbell2425@example.com","430524990125","Flores Ltd College","MBA","Inactive","A","USCGC Johnston, FPO AA 45011","66484","Williambury","Florida","Monaco","1999-12-17"
124,"Krystal","Joseph","Evans","Diane","12","D","2902133588","krystal.evans124@example.com","279671778420","Hansen Ltd College","Civil","Graduated","C","7774 Pratt Stream Apt. 765, Garciaport, AL 10649","44872","Sandraborough","Utah","United Kingdom","2001-09-25"
125,"Deanna","Allison","Hinton","Alicia","3","B","4883251515","deanna.hinton125@example.com","852681000167","Ponce, Moreno and Mayo College","Computer Science","Inactive","B","49462 Hahn Ranch Apt. 402, Crystalside, VT 03986","47508","West Sean","Alaska","Egypt","1999-11-29"
126,"Kimberly","Dana","Watson","Leah","11","B","4835945357","kimberly.watson126@example.com","519001942194","Brown, Moran and Shaw College","Electrical","Inactive","D","1348 Young Forge, Mcclurechester, DE 20918","74200","West Erik","Wyoming","Bosnia and Herzegovina","2001-09-13"
127,"Brian","Patrick","Smith","Alexis","5","B","1910985935","brian.smith127@example.com","188445233215","Huber, Wilson and Carson College","Electronics","Active","D","762 Larry Falls Apt. 321, West Davidville, NY 45231","25302","North Ryan","New Mexico","Spain","2006-12-12"
128,"Dawn","Jennifer","Jordan","Tammy","7","D","0697276734","dawn.jordan128@example.com","164781468436","Jacobs-Lawrence College","Mechanical","Active","D","4288 Garcia Harbor Apt. 190, South Jefferymouth, WA 99870","59093","New Davidland","Idaho","Israel","2002-05-10"
129,"Jeremy","Mary","Castro","Rhonda","3","C","9573762209","jeremy.castro129@example.com","891269759044","Henderson-Lee College","Electrical","Graduated","B","411 Kathleen Walks, Markbury, NC 51633","46396","Port Johnbury","Utah","Latvia","2000-04-18"
130,"Lisa","Chris","Lewis","Lisa","10","D","6415468183","lisa.lewis130@example.com","811987528225","Hoover Group College","IT","Graduated","A","361 Randy Road Apt. 644, Vargasfort, MA 46494","30107","New Rodneyborough","Virginia","Zimbabwe","2006-08-15"
131,"Sean","Joanna","Edwards","Maria","3","B","3901471667","sean.edwards131@example.com","919791124777","Young-Scott College","Computer Science","Inactive","A","9952 Brandon View Suite 745, North Scott, WV 17635","97304","Lake Alexanderchester","Missouri","Dominica","2002-10-16"
132,"Mary","Lindsay","White","Monica","11","C","9561048116","mary.white132@example.com","288212470334","Schultz, Mcdaniel and Phelps College","Civil","Active","A","1804 Darrell Isle Suite 158, Lake Shirleyview, MS 26124","13783","West Jenniferfort","Utah","Somalia","2007-12-08"
133,"Toni","Joseph","Garza","Cassandra","7","A","5046136101","toni.garza133@example.com","102288004731","Myers, Hill and Glover College","Computer Science","Inactive","A","58441 Monica Row Apt. 691, Robertfort, SC 90613","40730","Alanstad","Maryland","Netherlands Antilles","2004-08-01"
134,"Sandra","Jo","Lloyd","Caitlin","7","C","3963078626","sandra.lloyd134@example.com","534955365992","Ayers, Newton and Cooper College","Mechanical","Graduated","B","40167 Fleming Highway, North Timothy, ND 34440","65224","Ambermouth","South Carolina","Oman","2000-07-22"
135,"Jose","Jessica","Wilson","Elizabeth","4","D","7345650570","jose.wilson135@example.com","168314215597","Lamb and Sons College","Electrical","Inactive","B","65016 Lara Spring Apt. 568, Leetown, AK 01894","82113","Wilsontown","South Carolina","New Caledonia","2004-05-29"
136,"Virginia","Carrie","Hughes","Carly","9","A","8125724809","virginia.hughes136@example.com","271730824201","Miller, Burnett and Fowler College","IT","Inactive","C","2143 Lindsey Brooks, Yolandaborough, SD 61284","93207","South Heather","Virginia","Svalbard & Jan Mayen Islands","2000-10-22"
137,"Michael","Tiffany","Hudson","Katrina","4","A","1782451245","michael.hudson137@example.com","883466404938","Blair-Potter College","MBA","Inactive","B","83956 Higgins Ports, Port Colleenshire, IA 42318","70203","Port Robertview","Oklahoma","Tunisia","1999-12-22"
138,"Scott","Jenna","Jackson","Michelle","11","B","8106243518","scott.jackson138@example.com","866682560421","Weber and Sons College","IT","Active","C","8490 Jason Neck Apt. 737, South Kristinemouth, LA 56439","60834","East Tracietown","Alabama","Tunisia","1999-09-28"
139,"Julie","Chelsea","Maynard","Maria","4","B","3500815750","julie.maynard139@example.com","685049616075","Morrison, Bennett and Chandler College","Computer Science","Active","A","354 Johnson Place Apt. 672, South Jeffreyshire, NC 47679","33360","Danielleborough","Mississippi","Grenada","2007-03-27"
140,"Javier","Cindy","Andersen","Hannah","2","A","4429540284","javier.andersen140@example.com","661363576878","Harris, Ramos and Long College","Computer Science","Graduated","A","7483 Clark Alley Suite 242, Port Davidport, OH 89535","43009","Justinland","Oregon","British Virgin Islands","2008-03-19"
141,"John","Toni","Myers","Laura","1","C","8058062688","john.myers141@example.com","168652465479","Brown Inc College","MBA","Active","A","31045 Melissa Corners, Tateside, WI 49319","51261","West Danview","Nebraska","Romania","2005-08-03"
142,"Alvin","Christopher","Calhoun","Sandra","1","B","8688595578","alvin.calhoun142@example.com","721070778862","Lee-Padilla College","IT","Graduated","D","0512 Perez Spurs Suite 345, Nancyhaven, WA 64252","37625","Nathanfurt","Florida","Syrian Arab Republic","2008-06-10"
143,"Julia","Jessica","Anderson","Amy","7","B","9119881608","julia.anderson143@example.com","633714952401","Marshall PLC College","MBA","Active","C","8573 Hall Spurs Apt. 438, South Patrickchester, MA 22188","34883","Alvarezhaven","Utah","Monaco","2003-07-15"
144,"David","Curtis","Scott","Lori","7","B","6008483543","david.scott144@example.com","906261682567","Griffin-Scott College","Electronics","Inactive","B","258 Amy Orchard, Annville, DC 63300","50726","Lawrencemouth","California","Netherlands","2005-11-11"
145,"John","Phillip","Lawson","Kristine","7","B","9807072105","john.lawson145@example.com","162109281660","Gardner-Sanchez College","Computer Science","Inactive","B","91751 William Isle, North Kennethmouth, AR 75807","29453","North Cheryl","Florida","Namibia","2005-05-22"
146,"Brenda","Linda","Cole","Allison","12","C","2539591305","brenda.cole146@example.com","559969110778","Perez Ltd College","Mechanical","Graduated","A","5316 Bradley Ford, Thompsonville, ID 24059","67137","Tinaport","Connecticut","Cambodia","2002-09-04"
147,"John","Linda","Parks","Kathleen","1","B","7309101957","john.parks147@example.com","391812653023","Blake, Cole and Nguyen College","IT","Graduated","A","49535 Laura Court, Kellyburgh, OH 12061","67212","Sierrashire","Minnesota","Serbia","2005-12-31"
148,"Jessica","Ashley","Harris","Terry","3","D","6704735901","jessica.harris148@example.com","284544056601","Richardson, Martinez and Carlson College","IT","Inactive","D","96316 Amanda Roads, West James, CT 30735","79160","Adamsfurt","Kentucky","Gabon","2006-03-25"
149,"Laura","Mark","Green","Carla","1","B","9138079555","laura.green149@example.com","643695093804","Gutierrez, White and Dunn College","MBA","Graduated","C","88056 Shepherd Burgs Suite 909, North Amy, HI 15924","22885","West Melissa","Vermont","Lesotho","2007-08-11"
150,"Ivan","Sandra","Taylor","Amy","11","C","7021389361","ivan.taylor150@example.com","184571546029","Ryan-Thomas College","Computer Science","Inactive","D","9940 Brown Dam Suite 621, Castrofort, NJ 89987","63435","Lake Jenniferfurt","Mississippi","Bermuda","2007-01-02"
151,"Richard","James","Day","Stacy","4","D","6688590033","richard.day151@example.com","726851765462","Wood-Dixon College","Civil","Active","C","75309 Martin Ports, Kingfort, OK 30131","72303","Doylemouth","Indiana","Swaziland","2000-03-08"
152,"Daniel","Chad","Martin","Robin","3","A","3582459773","daniel.martin152@example.com","933981647505","Bass Ltd College","Mechanical","Graduated","D","Unit 2588 Box 2018, DPO AA 20489","23752","Kellystad","Hawaii","Uzbekistan","2005-11-09"
153,"Walter","Jo","Watkins","Diane","9","A","3514823330","walter.watkins153@example.com","861715581458","Trevino Inc College","MBA","Graduated","B","105 Harris Junctions, Christianstad, MI 80034","85240","Loriside","New Jersey","Aruba","2004-02-05"
154,"Christopher","William","Stephenson","Cynthia","3","A","0952350594","christopher.stephenson154@example.com","349884310262","Wagner Inc College","IT","Graduated","D","6899 Laura Prairie, Gregoryburgh, KS 10164","22072","Rileychester","Colorado","Serbia","2003-04-19"
155,"Michelle","Nancy","Thompson","Angela","7","B","8539536415","michelle.thompson155@example.com","981791863679","Kidd-Rodriguez College","MBA","Inactive","C","94478 Alexis Shores Apt. 849, New Tristanhaven, SC 90411","93994","Harrisfurt","Pennsylvania","Tuvalu","2002-07-03"
156,"Brandon","Dylan","Houston","Kara","8","B","2117107056","brandon.houston156@example.com","651819497167","Jones-Hamilton College","Electronics","Inactive","B","3216 Michael Mills, Leeview, OK 42207","53834","New John","Florida","Sierra Leone","2000-10-12"
157,"Jimmy","Alexander","Russell","Sarah","9","A","0405256698","jimmy.russell157@example.com","929697086193","Alvarez, Vaughn and Johnson College","MBA","Active","A","93291 Scott Lane, Bowmanfurt, WI 31255","17947","Cherylmouth","South Dakota","Sri Lanka","2005-07-13"
158,"Olivia","Brendan","Cooley","Sarah","11","C","7195815280","olivia.cooley158@example.com","512664402404","Robinson Group College","Computer Science","Graduated","A","594 Faulkner Estate, Nealshire, AR 12405","55593","Port Michael","Kentucky","Iceland","2001-10-28"
159,"Chad","Christine","Nelson","Karen","8","A","8282534993","chad.nelson159@example.com","980236713881","Brown Inc College","Electrical","Graduated","C","7251 Glenn Point Suite 776, South Francesbury, RI 54673","60895","North Stephanie","Delaware","Iceland","2007-09-11"
160,"Rachel","Benjamin","May","Karen","8","C","1866179276","rachel.may160@example.com","994591507307","Wood Ltd College","Computer Science","Graduated","C","3536 Burns Green, West Margaret, FL 68976","57583","South Theodorestad","Maine","Vietnam","2003-01-03"
161,"Patrick","Linda","Ball","Krystal","8","B","7351440638","patrick.ball161@example.com","999789387679","Barnes-Simmons College","Electrical","Active","A","7851 Michael Streets Suite 370, Huffmouth, MN 98100","33109","South Adamborough","Alaska","Eritrea","1999-09-24"
162,"Melissa","Cynthia","Jackson","Whitney","10","D","1330795079","melissa.jackson162@example.com","707072676908","Howard LLC College","MBA","Active","C","0439 Serrano Knolls, Johnsonburgh, WY 92452","26792","West Juan","Delaware","Cote d'Ivoire","2002-01-10"
163,"Jared","Caroline","Jones","Kimberly","10","D","5493783851","jared.jones163@example.com","450031424923","Harrison-Martin College","Mechanical","Active","B","091 Jeffery Mission Apt. 401, Kellyburgh, GA 34121","16828","South Virginia","Hawaii","Saint Kitts and Nevis","2001-08-27"
164,"Allen","Christopher","Hughes","Brenda","1","B","2578926080","allen.hughes164@example.com","446630857673","Noble-Lee College","Electrical","Inactive","D","001 Michael Cliffs Suite 437, West Carolyn, RI 00561","98642","New Penny","Arizona","Congo","2003-05-13"
165,"James","Austin","Brewer","Deborah","7","B","9255260998","james.brewer165@example.com","189143803958","Spencer-Johnston College","Mechanical","Inactive","A","53573 Jessica Shoals, Smithberg, OR 09835","57681","Stewartborough","Arkansas","Canada","2006-11-11"
166,"Lori","Valerie","May","Janet","11","B","5300913092","lori.may166@example.com","612146004971","Castro-Cantrell College","Mechanical","Graduated","A","20209 Walters Overpass Apt. 279, Karenbury, NM 11927","75761","North Michael","Indiana","San Marino","2007-09-28"
167,"Jennifer","David","Harris","Karen","4","A","7028466945","jennifer.harris167@example.com","776990090566","Frank-Sanchez College","MBA","Inactive","C","58600 Ryan Parkways Suite 677, New Carrietown, OK 46809","85741","Jacksonstad","Iowa","Mali","2000-07-16"
